0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0.12083339,0.16151084,0.13470417,0.085940056,0.14037241,0.08359808,0.11443877,0.09558036,0.062712714,0.049878284,0.048646353,0.05813607,0.07160878,0.07503899,0.057177,0.06477596,0.050683837,0.049995005,0.039776206,0.118296765,0.07150451,0.035733987,0.091987334,0.020527985,0.044083294,0.04017645,0.13696559,0.17442694,0.23368014,0.14367418,0.18214186,0.074647374,0.0811329,0.061707046,0.13574214,0.045938984,0.031061819,0.06325406,0.03604852,0.028784871,0.026133182,0.025542738,0.04558919,0.05129444,0.030396424,0.020616919,-0.00026387064,0.08918913,0.030385884,0.08574013,0.018689854,0.06097477,0.025870275,0.031800117,0.1047255,0.07507148,0.07671052,0.20120296,0.100335725,0.116020724,0.12833542,0.21130943,0.067443185,0.10812064,0.16781637,0.121052556,0.28589648,0.14931926,0.2509446,0.15887803,0.119359955,0.16256693,0.10288626,0.12014434,0.10885992,0.09861663,0.12604937,0.08094686,0.16058515,0.14991298,0.050182093,0.10639777,0.06657507,0.17038952,0.1467367,0.2547754,0.18379019,0.13115244,0.12555182,0.17839096,0.12106398,0.27020532,0.11527269,0.1036996,0.24146403,0.10390931
7.4149764e-05,-0.0060364692,0.0046803784,-0.0013259895,-0.00017657354,2.7524231e-05,0.0034662106,-0.006163586,0.010122213,0.00026332933,0.0014167842,0.0031867428,-0.0018287303,0.0063149217,0.007671645,-0.0022167468,0.0185522,-0.0026068476,0.0035889084,0.0020279326,0.00032175693,0.0046338593,0.0033298577,0.022467725,0.082374014,0.038550336,0.03430593,0.12952992,0.1791333,0.10506931,0.08676211,0.010012754,0.061250288,0.09098153,0.031811446,0.067245774,0.2533758,0.02646484,0.007339463,0.053939104,0.15214343,0.16244507,0.093781866,0.124428794,0.26969993,0.9230345,0.9225828,0.19087046,0.11491619,0.18467928,0.010242019,0.033056475,0.06754701,0.012968576,0.016339518,0.0014656422,0.018347507,0.015667915,0.01994768,0.102289155,0.004686469,0.021588493,0.08141701,0.024087375,0.010297649,0.028177539,0.20429172,0.037412316,0.14932692,0.11044681,0.046940472,0.34565562,0.2560565,0.45202982,0.3509382,0.10494049,0.041014876,0.17451717,0.07576162,0.05350614,0.08450892,0.038428567,0.03258786,0.024875479,0.05852454,0.03358462,0.03274306,0.042794615,0.008392355,0.03309303,0.02049305,0.059353516,-0.0042398465,-0.0018501505,0.008167128,-0.0018741222
0.06212183,0.002097188,0.00015573445,0.038713016,0.0916884,0.0647397,0.021729833,0.010229066,0.056367364,0.03893238,0.009875222,0.031049237,0.043976054,0.05839193,0.094080195,0.0037917444,0.019825049,-0.0026520363,0.06491982,0.036868993,-0.0039526965,0.0123138,0.027794557,-0.0027229218,0.021700358,0.32407537,0.050085157,-0.009145352,0.10279845,-0.009318631,-0.011418689,-0.0066495403,0.11410477,0.011647068,-0.01220687,-0.007227018,-0.007820586,-0.0012121605,-0.009197566,-0.010593186,-0.009797144,-0.013513436,-0.015158021,-0.01094209,-0.010907252,-0.012118909,-0.012053674,-0.016219594,-0.011170134,-0.010964329,-0.011885841,-0.01113121,-0.010633079,-0.010475844,-0.012846709,-0.008878817,0.025988953,0.0078356555,-0.0060177697,0.3155855,-0.013017587,-0.004658574,-0.012520794,0.029767182,0.076643154,-0.0027273137,-0.006945645,-0.010112049,-0.009522654,0.07181199,0.09454032,0.0063718297,-0.0040035155,0.025217934,-0.00039621312,0.06816674,0.004402893,-0.002427125,0.076410666,0.18327963,-0.0017540467,0.01570266,0.048515495,-0.010616223,-0.017926035,0.07445979,0.01365431,0.07450426,0.043434903,0.009505932,0.14538778,0.13234699,0.006954125,-0.011341247,0.19810194,0.0842321
0.021572888,0.008001436,0.03112279,0.018784633,0.008482088,0.005380593,0.020991826,0.009115899,0.017542507,0.04634297,0.017199477,0.015489042,0.05284885,0.014790763,0.022164071,0.0444863,0.017172549,0.036431756,0.02392543,0.06255735,0.044483606,0.027645571,0.02762,-0.0034081188,0.035810087,0.006747838,0.0021340386,0.049552828,0.24116546,0.3309396,0.047406673,0.025271688,0.06598121,0.010982074,0.02581427,0.04456344,0.001990095,0.11015062,0.022674,0.050310913,0.0528924,0.0619093,0.22376971,0.26382202,0.14798239,0.09094132,0.07810986,0.21432038,0.12030271,0.09572473,-0.001124115,0.07045495,0.02608333,0.05332001,0.12854671,0.07625541,0.06831927,0.38892847,0.03334165,0.046002515,0.021573445,0.25336456,0.005421912,0.024602436,0.0147359315,0.10746755,0.16800004,0.0907563,0.123425834,0.2250665,0.02363492,0.10692166,0.060501136,0.04860159,0.052220486,0.031043136,0.02112057,0.06078393,0.179232,0.14618915,0.15083632,0.22188693,0.06875892,0.24047996,0.23079808,0.1588358,0.15691975,0.063703895,0.16784106,0.40216094,0.22919293,0.3359009,0.13501143,0.16907993,0.10200326,0.059003305
0.15545656,0.028106099,0.045079224,0.101452656,0.13274617,0.088360906,0.06574739,0.029400704,0.066958435,0.06097787,0.021530403,0.04134294,0.042242672,0.06479681,0.07945875,0.01836012,0.032778434,0.0007536531,0.030834904,0.023361703,0.00042558956,0.0150949275,0.007442439,-0.0017720213,0.024258148,0.09255629,0.027481101,-0.008490549,0.042726748,-0.0013131001,-0.008915416,0.007407515,0.24712618,0.05148969,0.004585852,0.028971517,0.06418924,0.06496223,0.013230582,0.059020698,0.005702485,0.0059055644,-0.00723955,-0.009270256,-0.010731185,-0.011731367,-0.0032476913,-0.0037447591,0.07244318,0.0024952004,-0.010602204,0.01708465,0.0029202453,-0.009884223,-0.012515872,0.03724518,0.13468522,0.20378268,0.04813729,0.25293005,-0.00042183718,0.060398616,0.00041744753,0.20558119,0.1414907,0.06635259,0.031014688,0.0112305805,0.037165485,0.17899469,0.11468819,0.029593935,0.051578443,0.16885205,0.15177114,0.13572527,0.0765112,0.119134344,0.20135847,0.25983188,0.020480732,0.023877455,0.095947996,0.025302961,0.021868173,0.16967988,0.13464941,0.2276121,0.13101435,0.080215506,0.2959125,0.33150667,0.09521615,0.009866154,0.2471398,0.20937301
0.038970508,0.0217507,0.02793268,0.030094754,0.023765583,0.032008883,0.019431999,0.05300294,0.02505297,0.068581484,0.039256703,0.059349936,0.05188949,0.026059419,0.022283657,0.039726503,0.05573858,0.055253666,0.051094335,0.09699955,0.06356236,0.025087113,0.06787019,0.011099496,0.010049487,-0.0017991156,0.020610327,0.0810832,0.12861732,0.027373042,0.027374927,0.005795057,0.013981737,-0.005612711,0.0038194964,0.00071353005,-0.009277767,-0.0081274165,-0.007430524,-0.0030128283,-0.006200911,-0.011218353,-0.010117255,-0.0066496544,-0.010339453,-0.011729596,-0.011004868,-0.0074380226,-0.007086516,-0.0050011403,-0.0114968745,-0.010006181,-0.009817231,-0.010252225,-0.008198646,-0.008149584,-0.01092192,-0.005297877,-0.010341726,-0.008958071,-0.009909172,-0.0076741655,-0.012721576,-0.009671215,-0.0017669469,-0.0026532232,-0.0027175378,-0.0006826413,0.02718375,0.0042189374,-0.0070117633,-0.00016703448,-0.0063185934,-0.0029125656,-0.004897525,-0.008147129,0.0021345122,0.0006708987,0.017379995,0.019934926,-0.0072917044,0.008021679,0.026460873,0.041477285,0.0011438186,0.02267457,0.060006473,0.04693954,0.07373385,0.11228506,0.066628486,0.15201148,0.040089596,0.051351868,0.051670715,0.026247032
0.11856959,0.22304174,0.13056713,0.06833602,0.09027953,0.07047085,0.07973531,0.04250914,0.05782374,0.07299611,0.06921792,0.056327134,0.07191852,0.07270678,0.048274234,0.0654684,0.059753846,0.0648619,0.009009425,0.06936574,0.03617034,0.03966804,0.05704649,0.018665262,0.009269063,0.0006508482,0.050294638,0.022553526,0.039034713,0.013119297,0.066610664,0.08164811,0.047881316,0.18731786,0.096762985,0.41194713,0.13314907,0.07180485,0.20408002,0.1436589,0.13257295,0.133786,0.080457985,0.0951985,0.16784053,0.052597094,0.021102773,0.35146597,0.3056501,0.115872525,0.15291035,0.12132645,0.32760787,0.39965615,0.72030497,0.66710925,0.370395,0.23140202,0.20675173,0.052746136,0.10322677,0.30824205,0.07316979,0.08889668,0.069973804,0.047441658,0.26018578,0.25976416,0.15612996,0.05434857,0.12228173,0.16220951,0.10382579,0.083605304,0.08571657,0.16219519,0.095457785,0.049693063,0.07738572,0.0919775,0.05751429,0.08881477,0.031167569,0.04066962,0.053625382,0.124314,0.17369692,0.13300592,0.1573055,0.15832813,0.06752366,0.11715518,0.037796665,0.04504321,0.06948336,0.026357643
0.00030493233,-0.0065665226,0.0047411276,0.008350327,-0.004929546,-0.005115359,-0.00081036234,-0.0055592535,0.0014216724,-0.005382574,-0.0032675383,-0.0022426718,-0.002707976,0.0028865836,0.01389241,-0.0014892443,0.022661937,-0.00018444736,0.012510763,0.015069961,0.00044790716,0.0038861209,0.009865779,0.06549526,0.14873663,0.104734175,0.07308909,0.07621169,0.025378196,0.035928227,0.0077950624,-0.007359713,0.014966732,0.09958178,0.022238972,0.020995328,0.104465984,0.024913533,0.011255576,0.04100206,0.057068653,0.0830242,0.12656616,0.06814652,0.053158898,0.08361451,0.056545585,0.046044305,0.20932592,0.16389689,-0.002255871,-0.0072070477,-0.0032236122,-0.008540982,0.026910866,0.06946854,0.21077807,0.08759479,0.084628165,0.21322979,0.011969209,0.12652412,0.17173249,0.13777748,0.2715687,0.1591914,0.1796083,0.09916561,0.27162117,0.16662478,0.045344017,0.11028251,0.12070251,0.21314211,0.28039294,0.14572209,0.034595422,0.1296894,0.008204664,0.06928156,0.02867831,0.00087596604,0.0597565,0.02685297,0.039111707,0.030025603,0.0010375966,0.043274842,0.0002557157,0.017411087,-0.0016355823,0.022162043,-0.006899758,-0.0106776245,0.00129208,-0.00421614
0.038469873,0.004908545,0.27013895,0.04176532,0.046749495,0.20169686,0.09409169,0.026456788,0.113780044,0.037035685,0.048422094,0.04293237,0.12702194,0.08965032,0.14563641,0.057685956,0.2034508,0.095264845,0.080367655,0.079276524,0.03398126,0.081766844,0.06381236,0.05044624,0.09674661,0.0773016,0.021158565,0.009075027,0.11619989,0.08791777,0.14372179,0.14271595,0.2732222,-0.004665284,0.2728149,0.061748493,0.024406647,0.006875109,-0.011164485,0.12670349,0.025899244,0.12043284,-0.0051624044,0.039025646,0.09452187,-0.0005561977,0.48633423,0.013467673,-0.0057740635,0.1472529,-0.0073254085,-0.00063226005,0.08411577,0.01500444,0.08492863,0.033101916,0.043223124,0.021489937,0.009862128,0.042159125,0.051703926,0.0049249707,-0.0004816916,0.050228678,0.0216873,0.08104338,0.3137409,0.20100358,0.2343771,0.29744864,0.11496958,0.19711459,0.21976839,0.12027377,0.3359253,0.30436352,0.16257727,0.2980771,0.12274367,-0.00085700315,-0.003284953,0.037231684,0.05024117,0.018519687,-0.003313752,0.201166,0.16434509,0.09893162,0.15104367,0.20791252,0.57425284,0.37532756,0.25958046,0.25275666,0.0452111,0.14147525
0.14033175,0.21022356,0.145567,0.10578683,0.16025108,0.11666441,0.134394,0.13387984,0.07527489,0.072873,0.05223691,0.083372205,0.08371213,0.08181303,0.07065674,0.072064616,0.066886336,0.05796117,0.043307293,0.1471497,0.075580984,0.04594699,0.10290802,0.018965324,0.05230142,0.03904546,0.14145151,0.15075086,0.2166525,0.1304742,0.16533351,0.070037834,0.07746468,0.053185254,0.14338532,0.038860865,0.019549355,0.047234308,0.038682297,0.0359053,0.03898701,0.030897101,0.05196703,0.08494735,0.04716794,0.026030656,0.0004110566,0.11716908,0.05940423,0.13661943,0.03859487,0.058353867,0.025266267,0.029950831,0.10804839,0.07833553,0.07557412,0.16330145,0.10920914,0.1289677,0.14513348,0.21691002,0.05139915,0.0969484,0.18383469,0.10564796,0.24977908,0.11152605,0.24444771,0.13972159,0.11206897,0.13619646,0.08259694,0.0914227,0.11855373,0.12650931,0.14237975,0.107337765,0.1903917,0.15452048,0.056743458,0.11299878,0.09887079,0.21442536,0.17339975,0.3653465,0.25710708,0.16628744,0.15799607,0.18409945,0.12314139,0.28778931,0.09927748,0.100152776,0.2694348,0.10810746
0.0037134096,0.0026908547,0.0058769253,0.0056700683,0.0012006131,0.009117567,0.007364302,0.03345693,0.009294872,0.03486085,0.022285713,0.06405573,0.056687206,0.01174972,0.028053153,0.026363818,0.050452765,0.039199177,0.04231619,0.079862915,0.07326779,0.030821176,0.0635391,0.0024028423,0.0059865112,-0.0031860506,0.009026953,0.038055696,0.08630923,-0.0010043436,0.003642322,-0.0018255302,0.0017237655,-0.009941242,-0.006448495,-0.0034688283,-0.0100872135,-0.0074979533,-0.010455928,0.0015238211,-0.004953916,-0.010396241,-0.010837688,-0.00616579,-0.0101799,-0.011771288,-0.010642413,-0.012562687,-0.0047627287,-0.0060851485,-0.011246042,-0.009225184,-0.008806194,-0.009921045,-0.0030484505,-0.0068566133,-0.008348338,-0.0044634845,-0.009228368,-0.0068545737,-0.008754867,-0.0056917295,-0.012613576,-0.010790922,-0.009396991,-0.0069272406,-0.0072816145,-0.005899144,0.024580361,0.000114554736,-0.010194676,-0.0028453092,-0.008841892,-0.0067689167,-0.008662607,-0.013845663,-0.008355999,-0.0058005597,-0.006268122,-0.0081137065,-0.01015875,-0.0071120663,-0.0030864289,0.0026222095,-0.013213732,-0.004074329,0.017388845,0.009583844,0.04770985,0.067588866,0.036518827,0.071341716,0.011971095,0.016100809,0.016521715,0.003243455
0.019366726,0.006939285,0.029908592,0.017297218,0.007904216,0.0045263013,0.020467194,0.008279545,0.017724989,0.045492195,0.016564596,0.015784731,0.051244378,0.012382488,0.022685213,0.041704517,0.01814177,0.036397677,0.024595242,0.056935403,0.046745576,0.027917808,0.024478413,-0.0033114878,0.03154188,0.0066255224,0.0007510427,0.04305155,0.21648443,0.30103442,0.036015388,0.019209474,0.05950168,0.007913711,0.0230823,0.045241702,0.0022435407,0.10006506,0.020298136,0.043931037,0.048190873,0.05469816,0.21419379,0.2646691,0.14131674,0.09279435,0.07589253,0.22439326,0.11187347,0.093456514,0.0004948153,0.086892635,0.02853337,0.063508235,0.14131205,0.07793907,0.07097986,0.40747803,0.03880518,0.048918474,0.02222425,0.26859406,0.004738335,0.024776548,0.013745808,0.10698508,0.16623078,0.079601794,0.110533275,0.21424058,0.020301472,0.102365606,0.057568118,0.044314507,0.046398863,0.027643435,0.022808485,0.06399179,0.18834652,0.13880958,0.15744306,0.22607386,0.06828256,0.24922027,0.23912522,0.15789837,0.1631466,0.062651016,0.17757697,0.4104013,0.22580494,0.3560549,0.14735411,0.18796045,0.11562524,0.06187819
